"Subregion","Season","Temperature_Celcius","Analyte","Unit"
"Central Delta","Fall",16.6,"temperature","Deg C"
"Central Delta","Fall",20.6,"temperature","Deg C"
"Central Delta","Fall",15.6,"temperature","Deg C"
"Sacramento River","Fall",12.8,"temperature","Deg C"
"Central Delta","Fall",14.94,"temperature","Deg C"
"North Delta","Fall",19.85,"temperature","Deg C"
"Central Delta","Fall",13.09,"temperature","Deg C"
"Confluence","Fall",16.45,"temperature","Deg C"
"Central Delta","Fall",17.4,"temperature","Deg C"
"Central Delta","Fall",18.2,"temperature","Deg C"
"Sacramento River","Fall",15.61,"temperature","Deg C"
"Central Delta","Fall",14.13,"temperature","Deg C"
"Central Delta","Fall",17.41,"temperature","Deg C"
"North Delta","Fall",17.5,"temperature","Deg C"
"North Delta","Fall",13.4,"temperature","Deg C"
"South Delta","Winter",14.23,"temperature","Deg C"
"Sacramento River","Winter",14.01,"temperature","Deg C"
"Central Delta","Winter",8.89,"temperature","Deg C"
"Sacramento River","Winter",6.68,"temperature","Deg C"
"Central Delta","Winter",11.39,"temperature","Deg C"
"North Delta","Winter",10.43,"temperature","Deg C"
"Central Delta","Winter",10.6,"temperature","Deg C"
"Central Delta","Winter",7.7,"temperature","Deg C"
"Central Delta","Winter",14.9,"temperature","Deg C"
"Central Delta","Winter",13.1,"temperature","Deg C"
"Central Delta","Winter",10.7,"temperature","Deg C"
"Central Delta","Winter",11.6,"temperature","Deg C"
"Central Delta","Winter",5.6,"temperature","Deg C"
"Central Delta","Winter",9.2,"temperature","Deg C"
"Central Delta","Winter",7,"temperature","Deg C"
"Central Delta","Winter",8.6,"temperature","Deg C"
"Central Delta","Winter",8.1,"temperature","Deg C"
"Central Delta","Winter",9.7,"temperature","Deg C"
"Central Delta","Winter",9,"temperature","Deg C"
"Central Delta","Winter",8.3,"temperature","Deg C"
"Central Delta","Winter",9.4,"temperature","Deg C"
"Central Delta","Winter",6.4,"temperature","Deg C"
"North Delta","Winter",11.97,"temperature","Deg C"
"Central Delta","Winter",11.3,"temperature","Deg C"
"Central Delta","Winter",11.19,"temperature","Deg C"
"Sacramento River","Winter",9.26,"temperature","Deg C"
"Sacramento River","Winter",11.3,"temperature","Deg C"
"Sacramento River","Winter",9.24,"temperature","Deg C"
"South Delta","Winter",14.25,"temperature","Deg C"
"Confluence","Winter",9.8,"temperature","Deg C"
"Sacramento River","Winter",12.5,"temperature","Deg C"
"North Delta","Winter",12.4,"temperature","Deg C"
"Sacramento River","Winter",7.91,"temperature","Deg C"
"Central Delta","Winter",11.2,"temperature","Deg C"
"North Delta","Winter",12.04,"temperature","Deg C"
"Central Delta","Winter",9.86,"temperature","Deg C"
"Central Delta","Winter",10.8,"temperature","Deg C"
"Central Delta","Winter",12,"temperature","Deg C"
"Central Delta","Winter",10.7,"temperature","Deg C"
"Central Delta","Winter",14.3,"temperature","Deg C"
"South Delta","Winter",18,"temperature","Deg C"
"Central Delta","Winter",10.8,"temperature","Deg C"
"Central Delta","Winter",8.8,"temperature","Deg C"
"Central Delta","Winter",13.1,"temperature","Deg C"
"Central Delta","Winter",6.2,"temperature","Deg C"
"North Delta","Spring",23.34,"temperature","Deg C"
"Central Delta","Spring",15.49,"temperature","Deg C"
"Central Delta","Spring",19.82,"temperature","Deg C"
"Sacramento River","Spring",14.47,"temperature","Deg C"
"Central Delta","Spring",15.6,"temperature","Deg C"
"Central Delta","Spring",15.36,"temperature","Deg C"
"Confluence","Spring",14.68,"temperature","Deg C"
"Central Delta","Spring",14.4,"temperature","Deg C"
"Central Delta","Spring",15.55,"temperature","Deg C"
"South Delta","Spring",16.4,"temperature","Deg C"
"Central Delta","Spring",15.46,"temperature","Deg C"
"Central Delta","Spring",16.87,"temperature","Deg C"
"Central Delta","Spring",15.4,"temperature","Deg C"
"Central Delta","Spring",14.8,"temperature","Deg C"
"Sacramento River","Spring",13.62,"temperature","Deg C"
"Sacramento River","Spring",14.9,"temperature","Deg C"
"Central Delta","Spring",15.1,"temperature","Deg C"
"Central Delta","Spring",15.42,"temperature","Deg C"
"Central Delta","Spring",14.5,"temperature","Deg C"
"Central Delta","Spring",17,"temperature","Deg C"
"Central Delta","Spring",15.79,"temperature","Deg C"
"Central Delta","Spring",15.3,"temperature","Deg C"
"Central Delta","Spring",14.43,"temperature","Deg C"
"South Delta","Spring",17.6,"temperature","Deg C"
"North Delta","Spring",18,"temperature","Deg C"
"Central Delta","Spring",14.06,"temperature","Deg C"
"Central Delta","Spring",17.06,"temperature","Deg C"
"Central Delta","Spring",11.61,"temperature","Deg C"
"Sacramento River","Spring",13.12,"temperature","Deg C"
"North Delta","Spring",20.82,"temperature","Deg C"
"Central Delta","Spring",18.05,"temperature","Deg C"
"Confluence","Spring",18.89,"temperature","Deg C"
"Central Delta","Spring",13.66,"temperature","Deg C"
"Sacramento River","Spring",12.62,"temperature","Deg C"
"Central Delta","Spring",15.43,"temperature","Deg C"
"North Delta","Spring",18.93,"temperature","Deg C"
"Central Delta","Spring",17.24,"temperature","Deg C"
"Central Delta","Spring",16.1,"temperature","Deg C"
"Central Delta","Spring",17.5,"temperature","Deg C"
"Central Delta","Spring",16.16,"temperature","Deg C"
"Central Delta","Spring",15.85,"temperature","Deg C"
"Central Delta","Spring",21.7,"temperature","Deg C"
"Central Delta","Spring",15.85,"temperature","Deg C"
"Central Delta","Spring",14.49,"temperature","Deg C"
"South Delta","Spring",18.02,"temperature","Deg C"
"Central Delta","Spring",17,"temperature","Deg C"
"Central Delta","Spring",17.8,"temperature","Deg C"
"Central Delta","Summer",16.04,"temperature","Deg C"
"North Delta","Summer",27.66,"temperature","Deg C"
"Sacramento River","Summer",20.36,"temperature","Deg C"
"Central Delta","Summer",23.28,"temperature","Deg C"
"Central Delta","Summer",24.1,"temperature","Deg C"
"Central Delta","Summer",26.5,"temperature","Deg C"
"Central Delta","Summer",24.96,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",22.82,"temperature","Deg C"
"Central Delta","Summer",23.6,"temperature","Deg C"
"South Delta","Summer",30.2,"temperature","Deg C"
"Central Delta","Summer",27.73,"temperature","Deg C"
"Central Delta","Summer",25.66,"temperature","Deg C"
"Confluence","Summer",24.3,"temperature","Deg C"
"Sacramento River","Summer",22.28,"temperature","Deg C"
"Confluence","Summer",19.11,"temperature","Deg C"
"Central Delta","Summer",21.5,"temperature","Deg C"
"Central Delta","Summer",21.1,"temperature","Deg C"
"Central Delta","Summer",24.6,"temperature","Deg C"
"Central Delta","Summer",25.23,"temperature","Deg C"
"Central Delta","Summer",21.53,"temperature","Deg C"
"Central Delta","Summer",21.46,"temperature","Deg C"
"Central Delta","Summer",16.5,"temperature","Deg C"
"South Delta","Summer",22.7,"temperature","Deg C"
"Central Delta","Summer",21.2,"temperature","Deg C"
"Central Delta","Summer",21.89,"temperature","Deg C"
"North Delta","Summer",20.1,"temperature","Deg C"
"North Delta","Summer",17.8,"temperature","Deg C"
"Central Delta","Summer",21.7,"temperature","Deg C"
"Central Delta","Summer",19.88,"temperature","Deg C"
"Central Delta","Summer",24.34,"temperature","Deg C"
"Central Delta","Summer",29.72,"temperature","Deg C"
"South Delta","Summer",20.3,"temperature","Deg C"
"Central Delta","Summer",22.36,"temperature","Deg C"
"Central Delta","Summer",18.26,"temperature","Deg C"
"Central Delta","Summer",20.36,"temperature","Deg C"
"Central Delta","Summer",20.74,"temperature","Deg C"
"Central Delta","Summer",28,"temperature","Deg C"
"Confluence","Fall",23.32,"temperature","Deg C"
"Confluence","Fall",22.87,"temperature","Deg C"
"Central Delta","Fall",24.9,"temperature","Deg C"
"Central Delta","Fall",18.3,"temperature","Deg C"
"South Delta","Fall",17.2,"temperature","Deg C"
"Central Delta","Fall",18.1,"temperature","Deg C"
"Central Delta","Fall",16,"temperature","Deg C"
"Central Delta","Fall",19,"temperature","Deg C"
"Confluence","Fall",15.7,"temperature","Deg C"
"Sacramento River","Fall",18.2,"temperature","Deg C"
"South Delta","Fall",13.2,"temperature","Deg C"
"Central Delta","Fall",15.9,"temperature","Deg C"
"Central Delta","Fall",13.84,"temperature","Deg C"
"Central Delta","Fall",15.34,"temperature","Deg C"
"Confluence","Fall",29,"temperature","Deg C"
"Confluence","Fall",30,"temperature","Deg C"
"Confluence","Fall",28,"temperature","Deg C"
"Confluence","Fall",29,"temperature","Deg C"
"Confluence","Fall",29,"temperature","Deg C"
"Sacramento River","Fall",22.3,"temperature","Deg C"
"Confluence","Fall",28,"temperature","Deg C"
"Confluence","Fall",16.7,"temperature","Deg C"
"Confluence","Fall",28,"temperature","Deg C"
"Confluence","Fall",29,"temperature","Deg C"
"Confluence","Fall",30,"temperature","Deg C"
"Central Delta","Fall",13.6,"temperature","Deg C"
"Central Delta","Fall",15,"temperature","Deg C"
"Central Delta","Fall",15.98,"temperature","Deg C"
"Central Delta","Fall",16.44,"temperature","Deg C"
"Central Delta","Fall",15.8,"temperature","Deg C"
"North Delta","Fall",14.2,"temperature","Deg C"
"North Delta","Fall",12,"temperature","Deg C"
"Sacramento River","Fall",9.8,"temperature","Deg C"
"Central Delta","Winter",7.2,"temperature","Deg C"
"Central Delta","Winter",6.12,"temperature","Deg C"
"Central Delta","Winter",8.56,"temperature","Deg C"
"Central Delta","Winter",11.4,"temperature","Deg C"
"Central Delta","Winter",11.3,"temperature","Deg C"
"Sacramento River","Winter",7.34,"temperature","Deg C"
"North Delta","Winter",9.86,"temperature","Deg C"
"Sacramento River","Winter",10.93,"temperature","Deg C"
"Sacramento River","Winter",10.4,"temperature","Deg C"
"Central Delta","Winter",11.8,"temperature","Deg C"
"Central Delta","Winter",10.7,"temperature","Deg C"
"Central Delta","Winter",12.4,"temperature","Deg C"
"Central Delta","Winter",15.4,"temperature","Deg C"
"Central Delta","Winter",12.5,"temperature","Deg C"
"South Delta","Winter",15.9,"temperature","Deg C"
"Central Delta","Winter",11.1,"temperature","Deg C"
"Central Delta","Winter",15.8,"temperature","Deg C"
"Central Delta","Winter",12.3,"temperature","Deg C"
"Central Delta","Winter",13.8,"temperature","Deg C"
"Central Delta","Winter",9.2,"temperature","Deg C"
"North Delta","Winter",10.7,"temperature","Deg C"
"Sacramento River","Winter",10.1,"temperature","Deg C"
"Confluence","Winter",12,"temperature","Deg C"
"Confluence","Winter",10.3,"temperature","Deg C"
"Confluence","Winter",16,"temperature","Deg C"
"Confluence","Winter",14,"temperature","Deg C"
"Confluence","Winter",19.2,"temperature","Deg C"
"Confluence","Winter",10.6,"temperature","Deg C"
"Confluence","Winter",12,"temperature","Deg C"
"Confluence","Winter",17,"temperature","Deg C"
"Confluence","Winter",12,"temperature","Deg C"
"Confluence","Winter",12,"temperature","Deg C"
"North Delta","Winter",10,"temperature","Deg C"
"Central Delta","Winter",13.6,"temperature","Deg C"
"Central Delta","Winter",8.5,"temperature","Deg C"
"Central Delta","Winter",7.9,"temperature","Deg C"
"Central Delta","Winter",11.5,"temperature","Deg C"
"Central Delta","Winter",5.7,"temperature","Deg C"
"Central Delta","Winter",6.6,"temperature","Deg C"
"South Delta","Winter",7.1,"temperature","Deg C"
"Central Delta","Winter",6.9,"temperature","Deg C"
"Sacramento River","Winter",7.5,"temperature","Deg C"
"North Delta","Winter",11.1,"temperature","Deg C"
"Central Delta","Winter",6.5,"temperature","Deg C"
"Confluence","Winter",7,"temperature","Deg C"
"Confluence","Winter",9,"temperature","Deg C"
"Confluence","Winter",7,"temperature","Deg C"
"Confluence","Winter",10,"temperature","Deg C"
"Confluence","Winter",6,"temperature","Deg C"
"Confluence","Winter",13,"temperature","Deg C"
"Confluence","Winter",5.8,"temperature","Deg C"
"Confluence","Winter",11,"temperature","Deg C"
"Confluence","Winter",8,"temperature","Deg C"
"Confluence","Winter",9,"temperature","Deg C"
"Confluence","Winter",6.26,"temperature","Deg C"
"Sacramento River","Spring",10.63,"temperature","Deg C"
"Sacramento River","Spring",10.3,"temperature","Deg C"
"Sacramento River","Spring",15.59,"temperature","Deg C"
"Sacramento River","Spring",12.4,"temperature","Deg C"
"Central Delta","Spring",15.1,"temperature","Deg C"
"Central Delta","Spring",13.4,"temperature","Deg C"
"Central Delta","Spring",16.3,"temperature","Deg C"
"Central Delta","Spring",14,"temperature","Deg C"
"Central Delta","Spring",14,"temperature","Deg C"
"Central Delta","Spring",13.7,"temperature","Deg C"
"South Delta","Spring",13.2,"temperature","Deg C"
"North Delta","Spring",13.2,"temperature","Deg C"
"North Delta","Spring",14,"temperature","Deg C"
"Central Delta","Spring",12.9,"temperature","Deg C"
"Confluence","Spring",10.7,"temperature","Deg C"
"Confluence","Spring",13,"temperature","Deg C"
"Confluence","Spring",12.9,"temperature","Deg C"
"Confluence","Spring",12,"temperature","Deg C"
"Confluence","Spring",12,"temperature","Deg C"
"Confluence","Spring",12.8,"temperature","Deg C"
"Confluence","Spring",11.07,"temperature","Deg C"
"Confluence","Spring",12,"temperature","Deg C"
"Confluence","Spring",12,"temperature","Deg C"
"Confluence","Spring",12,"temperature","Deg C"
"Sacramento River","Spring",15.62,"temperature","Deg C"
"Sacramento River","Spring",15.36,"temperature","Deg C"
"Central Delta","Spring",17.9,"temperature","Deg C"
"Central Delta","Spring",18.1,"temperature","Deg C"
"Central Delta","Spring",19.1,"temperature","Deg C"
"Central Delta","Spring",18,"temperature","Deg C"
"South Delta","Spring",15.5,"temperature","Deg C"
"Central Delta","Spring",18.2,"temperature","Deg C"
"Central Delta","Spring",18.3,"temperature","Deg C"
"Central Delta","Spring",21.2,"temperature","Deg C"
"Central Delta","Spring",18.3,"temperature","Deg C"
"Central Delta","Spring",16.4,"temperature","Deg C"
"North Delta","Spring",12.8,"temperature","Deg C"
"Sacramento River","Spring",13.5,"temperature","Deg C"
"Confluence","Spring",22,"temperature","Deg C"
"Confluence","Spring",20.9,"temperature","Deg C"
"Confluence","Spring",17.61,"temperature","Deg C"
"Confluence","Spring",20.21,"temperature","Deg C"
"Confluence","Spring",17,"temperature","Deg C"
"Confluence","Spring",17,"temperature","Deg C"
"Confluence","Spring",20,"temperature","Deg C"
"Confluence","Spring",20,"temperature","Deg C"
"Confluence","Spring",20,"temperature","Deg C"
"Confluence","Spring",20,"temperature","Deg C"
"Confluence","Spring",17.4,"temperature","Deg C"
"Confluence","Spring",21.1,"temperature","Deg C"
"Confluence","Spring",18.47,"temperature","Deg C"
"Confluence","Spring",21.1,"temperature","Deg C"
"Central Delta","Spring",17.2,"temperature","Deg C"
"Central Delta","Spring",15.4,"temperature","Deg C"
"Central Delta","Spring",18.8,"temperature","Deg C"
"Central Delta","Spring",23.1,"temperature","Deg C"
"Central Delta","Spring",21.2,"temperature","Deg C"
"South Delta","Spring",17.9,"temperature","Deg C"
"Central Delta","Spring",19.8,"temperature","Deg C"
"Sacramento River","Spring",16.3,"temperature","Deg C"
"North Delta","Spring",20.2,"temperature","Deg C"
"Central Delta","Spring",17.9,"temperature","Deg C"
"Confluence","Spring",17.8,"temperature","Deg C"
"North Delta","Spring",19.9,"temperature","Deg C"
"Central Delta","Spring",21.2,"temperature","Deg C"
"Central Delta","Spring",21.1,"temperature","Deg C"
"Central Delta","Spring",18.3,"temperature","Deg C"
"Confluence","Spring",18.23,"temperature","Deg C"
"Confluence","Spring",17.2,"temperature","Deg C"
"Confluence","Spring",16.3,"temperature","Deg C"
"Confluence","Spring",18.9,"temperature","Deg C"
"Confluence","Spring",19.4,"temperature","Deg C"
"Confluence","Spring",17.6,"temperature","Deg C"
"Sacramento River","Summer",21.7,"temperature","Deg C"
"Sacramento River","Summer",21.2,"temperature","Deg C"
"Sacramento River","Summer",21.6,"temperature","Deg C"
"Sacramento River","Summer",21.4,"temperature","Deg C"
"Sacramento River","Summer",21.4,"temperature","Deg C"
"Sacramento River","Summer",21.3,"temperature","Deg C"
"Sacramento River","Summer",21.2,"temperature","Deg C"
"Sacramento River","Summer",20.7,"temperature","Deg C"
"North Delta","Summer",23.3,"temperature","Deg C"
"Central Delta","Summer",22.2,"temperature","Deg C"
"Central Delta","Summer",25.4,"temperature","Deg C"
"South Delta","Summer",35.9,"temperature","Deg C"
"Central Delta","Summer",22.1,"temperature","Deg C"
"Central Delta","Summer",19.1,"temperature","Deg C"
"Central Delta","Summer",24.1,"temperature","Deg C"
"Central Delta","Summer",22.1,"temperature","Deg C"
"Central Delta","Summer",23.2,"temperature","Deg C"
"Sacramento River","Summer",21.1,"temperature","Deg C"
"Sacramento River","Summer",21.3,"temperature","Deg C"
"Sacramento River","Summer",21.3,"temperature","Deg C"
"Sacramento River","Summer",23.2,"temperature","Deg C"
"Sacramento River","Summer",21.6,"temperature","Deg C"
"Sacramento River","Summer",21.4,"temperature","Deg C"
"Sacramento River","Summer",21.4,"temperature","Deg C"
"Sacramento River","Summer",21.4,"temperature","Deg C"
"Sacramento River","Summer",21.5,"temperature","Deg C"
"Sacramento River","Summer",21.5,"temperature","Deg C"
"Sacramento River","Summer",20.5,"temperature","Deg C"
"Sacramento River","Summer",20.6,"temperature","Deg C"
"Sacramento River","Summer",20.9,"temperature","Deg C"
"Sacramento River","Summer",22.2,"temperature","Deg C"
"Sacramento River","Summer",20.9,"temperature","Deg C"
"Sacramento River","Summer",21.6,"temperature","Deg C"
"Sacramento River","Summer",21.85,"temperature","Deg C"
"Central Delta","Summer",25.02,"temperature","Deg C"
"Sacramento River","Summer",22,"temperature","Deg C"
"Sacramento River","Summer",21.6,"temperature","Deg C"
"Sacramento River","Summer",21.9,"temperature","Deg C"
"Sacramento River","Summer",21.9,"temperature","Deg C"
"Sacramento River","Summer",21.9,"temperature","Deg C"
"Sacramento River","Summer",21.6,"temperature","Deg C"
"Sacramento River","Summer",21.9,"temperature","Deg C"
"Sacramento River","Summer",21.7,"temperature","Deg C"
"Sacramento River","Summer",21.3,"temperature","Deg C"
"North Delta","Summer",22.9,"temperature","Deg C"
"Central Delta","Summer",23.8,"temperature","Deg C"
"Central Delta","Summer",27.5,"temperature","Deg C"
"Central Delta","Summer",24.3,"temperature","Deg C"
"Central Delta","Summer",24.7,"temperature","Deg C"
"Central Delta","Summer",22.7,"temperature","Deg C"
"Central Delta","Summer",23.3,"temperature","Deg C"
"Central Delta","Summer",26.2,"temperature","Deg C"
"South Delta","Summer",19.4,"temperature","Deg C"
"Central Delta","Summer",21.5,"temperature","Deg C"
"Sacramento River","Summer",22.7,"temperature","Deg C"
"Sacramento River","Summer",22,"temperature","Deg C"
"Sacramento River","Summer",22.1,"temperature","Deg C"
"Sacramento River","Summer",22.8,"temperature","Deg C"
"Sacramento River","Summer",22.6,"temperature","Deg C"
"Sacramento River","Summer",22.4,"temperature","Deg C"
"Sacramento River","Summer",22.3,"temperature","Deg C"
"Sacramento River","Summer",23.2,"temperature","Deg C"
"Confluence","Summer",23,"temperature","Deg C"
"Confluence","Summer",26.76,"temperature","Deg C"
"Confluence","Summer",24.77,"temperature","Deg C"
"Confluence","Summer",24.51,"temperature","Deg C"
"Confluence","Summer",21,"temperature","Deg C"
"Confluence","Summer",21,"temperature","Deg C"
"Confluence","Summer",26,"temperature","Deg C"
"Confluence","Summer",21,"temperature","Deg C"
"Confluence","Summer",23,"temperature","Deg C"
"Confluence","Summer",23,"temperature","Deg C"
"Sacramento River","Summer",23.9,"temperature","Deg C"
"Sacramento River","Summer",22.6,"temperature","Deg C"
"Sacramento River","Summer",22.5,"temperature","Deg C"
"Sacramento River","Summer",22.7,"temperature","Deg C"
"Sacramento River","Summer",22.7,"temperature","Deg C"
"Sacramento River","Summer",22.6,"temperature","Deg C"
"Sacramento River","Summer",22.4,"temperature","Deg C"
"Sacramento River","Summer",22.8,"temperature","Deg C"
"Sacramento River","Summer",22.6,"temperature","Deg C"
"Sacramento River","Summer",21,"temperature","Deg C"
"Sacramento River","Summer",21,"temperature","Deg C"
"Sacramento River","Summer",20.7,"temperature","Deg C"
"Sacramento River","Summer",20.4,"temperature","Deg C"
"Sacramento River","Summer",20.4,"temperature","Deg C"
"Sacramento River","Summer",21.2,"temperature","Deg C"
"Sacramento River","Summer",20.8,"temperature","Deg C"
"Sacramento River","Summer",20.8,"temperature","Deg C"
"Sacramento River","Summer",20,"temperature","Deg C"
"Sacramento River","Summer",20.5,"temperature","Deg C"
"Sacramento River","Summer",20.4,"temperature","Deg C"
"Sacramento River","Summer",19.7,"temperature","Deg C"
"Sacramento River","Summer",20.2,"temperature","Deg C"
"Sacramento River","Summer",20.2,"temperature","Deg C"
"Sacramento River","Summer",20.4,"temperature","Deg C"
"Sacramento River","Summer",21.7,"temperature","Deg C"
"Sacramento River","Summer",20.8,"temperature","Deg C"
"Sacramento River","Summer",20.8,"temperature","Deg C"
"Sacramento River","Summer",20.5,"temperature","Deg C"
"Sacramento River","Summer",20.9,"temperature","Deg C"
"Sacramento River","Summer",20.8,"temperature","Deg C"
"Sacramento River","Summer",20.8,"temperature","Deg C"
"Sacramento River","Summer",20.9,"temperature","Deg C"
"Confluence","Summer",22.56,"temperature","Deg C"
"Confluence","Summer",22.55,"temperature","Deg C"
"Confluence","Summer",22,"temperature","Deg C"
"Confluence","Summer",21,"temperature","Deg C"
"Confluence","Summer",21.72,"temperature","Deg C"
"Sacramento River","Summer",18.7,"temperature","Deg C"
"North Delta","Summer",20.6,"temperature","Deg C"
"Central Delta","Summer",18.7,"temperature","Deg C"
"Central Delta","Summer",20.9,"temperature","Deg C"
"Central Delta","Summer",22.3,"temperature","Deg C"
"Central Delta","Summer",20.9,"temperature","Deg C"
"Central Delta","Summer",22.3,"temperature","Deg C"
"South Delta","Summer",26.2,"temperature","Deg C"
"Central Delta","Summer",16.7,"temperature","Deg C"
"Confluence","Summer",17,"temperature","Deg C"
"Confluence","Summer",17,"temperature","Deg C"
"Confluence","Summer",18.62,"temperature","Deg C"
"Confluence","Summer",17,"temperature","Deg C"
"Confluence","Summer",20.69,"temperature","Deg C"
"North Delta","Summer",18.9,"temperature","Deg C"
"Central Delta","Summer",17.3,"temperature","Deg C"
"Sacramento River","Summer",20.3,"temperature","Deg C"
"Sacramento River","Summer",20.4,"temperature","Deg C"
"Sacramento River","Summer",20.3,"temperature","Deg C"
"Sacramento River","Summer",20.2,"temperature","Deg C"
"Sacramento River","Summer",20.5,"temperature","Deg C"
"Sacramento River","Summer",21.7,"temperature","Deg C"
"Sacramento River","Summer",20.3,"temperature","Deg C"
"Sacramento River","Summer",20.3,"temperature","Deg C"
"Central Delta","Summer",20.9,"temperature","Deg C"
"Central Delta","Summer",20,"temperature","Deg C"
"Central Delta","Summer",21.37,"temperature","Deg C"
"Central Delta","Summer",21.7,"temperature","Deg C"
"Central Delta","Summer",20,"temperature","Deg C"
"Central Delta","Summer",21,"temperature","Deg C"
"Central Delta","Summer",20.7,"temperature","Deg C"
"Central Delta","Summer",22.2,"temperature","Deg C"
"Central Delta","Summer",2.2,"temperature","Deg C"
"Central Delta","Summer",21.44,"temperature","Deg C"
"Sacramento River","Summer",21.8,"temperature","Deg C"
"Sacramento River","Summer",20.2,"temperature","Deg C"
"Sacramento River","Summer",20.1,"temperature","Deg C"
"Sacramento River","Summer",20.1,"temperature","Deg C"
"Sacramento River","Summer",20.1,"temperature","Deg C"
"Sacramento River","Summer",20,"temperature","Deg C"
"Sacramento River","Summer",20.3,"temperature","Deg C"
"Sacramento River","Summer",19.9,"temperature","Deg C"
"Confluence","Fall",21,"temperature","Deg C"
"Confluence","Fall",23,"temperature","Deg C"
"Confluence","Fall",23,"temperature","Deg C"
"Confluence","Fall",21.86,"temperature","Deg C"
"Confluence","Fall",18,"temperature","Deg C"
"Confluence","Fall",19.96,"temperature","Deg C"
"Confluence","Fall",21,"temperature","Deg C"
"Confluence","Fall",18,"temperature","Deg C"
"Confluence","Fall",20.17,"temperature","Deg C"
"Confluence","Fall",21,"temperature","Deg C"
"Sacramento River","Fall",17.1,"temperature","Deg C"
"North Delta","Fall",19.7,"temperature","Deg C"
"Central Delta","Fall",19.4,"temperature","Deg C"
"Central Delta","Fall",16.2,"temperature","Deg C"
"South Delta","Fall",17.7,"temperature","Deg C"
"Central Delta","Fall",22,"temperature","Deg C"
"Central Delta","Fall",16.6,"temperature","Deg C"
"Confluence","Fall",16.99,"temperature","Deg C"
"Confluence","Fall",14,"temperature","Deg C"
"Confluence","Fall",14,"temperature","Deg C"
"North Delta","Fall",15.4,"temperature","Deg C"
"Sacramento River","Fall",12.8,"temperature","Deg C"
"Central Delta","Fall",11.1,"temperature","Deg C"
"Central Delta","Fall",12.6,"temperature","Deg C"
"Central Delta","Fall",13.8,"temperature","Deg C"
"Central Delta","Fall",16.1,"temperature","Deg C"
"Central Delta","Fall",19.4,"temperature","Deg C"
"South Delta","Fall",20.7,"temperature","Deg C"
"Confluence","Fall",13,"temperature","Deg C"
"Confluence","Fall",11,"temperature","Deg C"
"Confluence","Fall",15.07,"temperature","Deg C"
"Confluence","Fall",11,"temperature","Deg C"
"Confluence","Fall",14,"temperature","Deg C"
"Confluence","Fall",11,"temperature","Deg C"
"Confluence","Fall",11,"temperature","Deg C"
"Confluence","Fall",13.97,"temperature","Deg C"
"Confluence","Fall",10,"temperature","Deg C"
"Confluence","Fall",11,"temperature","Deg C"
"Central Delta","Fall",11.2,"temperature","Deg C"
"Central Delta","Fall",9.8,"temperature","Deg C"
"Central Delta","Fall",13.9,"temperature","Deg C"
"Confluence","Fall",10,"temperature","Deg C"
"Confluence","Fall",11,"temperature","Deg C"
"Confluence","Fall",12,"temperature","Deg C"
"Confluence","Fall",12,"temperature","Deg C"
"Confluence","Fall",10,"temperature","Deg C"
"Confluence","Fall",11,"temperature","Deg C"
"Confluence","Fall",12,"temperature","Deg C"
"North Delta","Fall",13.4,"temperature","Deg C"
"Sacramento River","Fall",13,"temperature","Deg C"
"North Delta","Fall",12.2,"temperature","Deg C"
"Central Delta","Fall",13.4,"temperature","Deg C"
"Central Delta","Fall",13.1,"temperature","Deg C"
"Central Delta","Fall",12.3,"temperature","Deg C"
"Central Delta","Fall",17.5,"temperature","Deg C"
"Central Delta","Fall",13.5,"temperature","Deg C"
"Central Delta","Fall",13.7,"temperature","Deg C"
"Central Delta","Fall",15.1,"temperature","Deg C"
"Confluence","Winter",8.02,"temperature","Deg C"
"Confluence","Winter",9,"temperature","Deg C"
"Confluence","Winter",7,"temperature","Deg C"
"Confluence","Winter",9,"temperature","Deg C"
"Confluence","Winter",9,"temperature","Deg C"
"Confluence","Winter",7,"temperature","Deg C"
"Confluence","Winter",7,"temperature","Deg C"
"Confluence","Winter",7,"temperature","Deg C"
"Confluence","Winter",9,"temperature","Deg C"
"Confluence","Winter",12,"temperature","Deg C"
"Sacramento River","Winter",10.4,"temperature","Deg C"
"North Delta","Winter",12,"temperature","Deg C"
"Confluence","Winter",14,"temperature","Deg C"
"Confluence","Winter",13,"temperature","Deg C"
"Confluence","Winter",12,"temperature","Deg C"
"Confluence","Winter",14,"temperature","Deg C"
"Confluence","Winter",13,"temperature","Deg C"
"Confluence","Winter",14,"temperature","Deg C"
"Confluence","Winter",12.8,"temperature","Deg C"
"Confluence","Winter",12,"temperature","Deg C"
"Confluence","Winter",13,"temperature","Deg C"
"Confluence","Winter",11.73,"temperature","Deg C"
"North Delta","Winter",10.4,"temperature","Deg C"
"Central Delta","Winter",11.4,"temperature","Deg C"
"Central Delta","Winter",12.9,"temperature","Deg C"
"Central Delta","Winter",12.6,"temperature","Deg C"
"Central Delta","Winter",8.8,"temperature","Deg C"
"Sacramento River","Winter",10.9,"temperature","Deg C"
"Central Delta","Winter",11.6,"temperature","Deg C"
"North Delta","Winter",10,"temperature","Deg C"
"Central Delta","Winter",10.7,"temperature","Deg C"
"Central Delta","Winter",15.1,"temperature","Deg C"
"Central Delta","Winter",10.1,"temperature","Deg C"
"Central Delta","Winter",10.3,"temperature","Deg C"
